step,location,loss,attack_loss,loss_true,loss_imp,loss_thresh,loss_rank,tv,true_sim,soft_impostor_sim,max_impostor_sim,gap_true_minus_impostor,frac_imp_over_threshold,frac_misrank,grad_norm
0,forehead,0.1382090449333191,0.1382090449333191,0.472931444644928,-0.2860259413719177,0.0,0.23732948303222656,0.13504044711589813,0.472931444644928,0.2860259413719177,0.17085641622543335,0.30207502841949463,0.65625,0.0,9.637698531150818e-05
10,forehead,0.16675719618797302,0.16675719618797302,0.4871833920478821,-0.28586986660957336,0.0,0.25131353735923767,0.24900300800800323,0.4871833920478821,0.28586986660957336,0.17207521200180054,0.31510818004608154,0.59375,0.0,6.594134902115911e-05
20,forehead,0.10472844541072845,0.10472844541072845,0.46200132369995117,-0.28997600078582764,0.0,0.22267912328243256,0.31728869676589966,0.46200132369995117,0.28997600078582764,0.18421266973018646,0.2777886390686035,0.71875,0.0,7.694263331359252e-05
30,forehead,0.045704469084739685,0.045704469084739685,0.42527520656585693,-0.2866872251033783,0.0,0.19380371272563934,0.3663424253463745,0.42527520656585693,0.2866872251033783,0.18370738625526428,0.24156782031059265,0.71875,0.03125,6.650058639934286e-05
40,forehead,0.03486904501914978,0.03486904501914978,0.42408230900764465,-0.2889751195907593,0.0,0.18873697519302368,0.4006594717502594,0.42408230900764465,0.2889751195907593,0.17781156301498413,0.24627076089382172,0.71875,0.03125,6.61464873701334e-05
50,forehead,0.04351285099983215,0.04351285099983215,0.43569567799568176,-0.29262617230415344,0.0,0.19306951761245728,0.42412763833999634,0.43569567799568176,0.29262617230415344,0.19513943791389465,0.2405562549829483,0.78125,0.0,8.014839113457128e-05
60,forehead,0.04081602394580841,0.04081602394580841,0.4268988370895386,-0.2877163887023926,0.0,0.189349964261055,0.4392383396625519,0.4268988370895386,0.2877163887023926,0.18024376034736633,0.24665506184101105,0.75,0.0,6.902442692080513e-05
70,forehead,0.056101202964782715,0.056101202964782715,0.43264248967170715,-0.28715741634368896,0.0,0.1977735459804535,0.4551088809967041,0.43264248967170715,0.28715741634368896,0.17856162786483765,0.2540808618068695,0.625,0.03125,7.490239659091458e-05
80,forehead,-0.01603206992149353,-0.01603206992149353,0.404448002576828,-0.29291385412216187,0.0,0.1653476357460022,0.4684278964996338,0.404448002576828,0.29291385412216187,0.1882985681295395,0.2161494493484497,0.75,0.03125,7.869356340961531e-05
90,forehead,0.0665643960237503,0.0665643960237503,0.43975692987442017,-0.2892855405807495,0.0,0.20537854731082916,0.4786379337310791,0.43975692987442017,0.2892855405807495,0.17803873121738434,0.261718213558197,0.59375,0.03125,8.78246792126447e-05
