step,location,loss,attack_loss,loss_true,loss_imp,loss_thresh,loss_rank,tv,true_sim,soft_impostor_sim,max_impostor_sim,gap_true_minus_impostor,frac_imp_over_threshold,frac_misrank,grad_norm
0,left_cheek,0.21245360374450684,0.21245360374450684,0.5011741518974304,-0.2799648940563202,0.0,0.2712092399597168,0.13504044711589813,0.5011741518974304,0.2799648940563202,0.16634392738342285,0.33483022451400757,0.65625,0.0,7.20069874660112e-05
10,left_cheek,0.20554441213607788,0.20554441213607788,0.5018724203109741,-0.2829709053039551,0.0,0.2696138024330139,0.23056235909461975,0.5018724203109741,0.2829709053039551,0.16899943351745605,0.33287301659584045,0.59375,0.0,6.079414379200898e-05
20,left_cheek,0.19095176458358765,0.19095176458358765,0.49175816774368286,-0.28085485100746155,0.0,0.2609032988548279,0.28047966957092285,0.49175816774368286,0.28085485100746155,0.17017647624015808,0.3215816617012024,0.5,0.0,4.89920457766857e-05
30,left_cheek,0.0744752585887909,0.0744752585887909,0.4310053586959839,-0.2810654044151306,0.0,0.20560070872306824,0.3141312599182129,0.4310053586959839,0.2810654044151306,0.16527166962623596,0.26573365926742554,0.5,0.03125,5.530174894374795e-05
40,left_cheek,0.23827087879180908,0.23827087879180908,0.5155872106552124,-0.28216353058815,0.0,0.28701072931289673,0.3404497802257538,0.5155872106552124,0.28216353058815,0.16924193501472473,0.34634530544281006,0.5,0.03125,4.254928353475407e-05
50,left_cheek,0.1417199969291687,0.1417199969291687,0.4696104824542999,-0.28250032663345337,0.0,0.2371101677417755,0.3617808222770691,0.4696104824542999,0.28250032663345337,0.1669747680425644,0.30263569951057434,0.5,0.0,4.758767317980528e-05
60,left_cheek,0.13404685258865356,0.13404685258865356,0.46843627095222473,-0.28429463505744934,0.0,0.23419985175132751,0.3822721838951111,0.46843627095222473,0.28429463505744934,0.17304392158985138,0.29539233446121216,0.4375,0.0,6.178690819069743e-05
70,left_cheek,0.16559621691703796,0.16559621691703796,0.4817931652069092,-0.28310322761535645,0.0,0.2500095069408417,0.40413349866867065,0.4817931652069092,0.28310322761535645,0.1711033582687378,0.3106898367404938,0.65625,0.0,5.25737414136529e-05
80,left_cheek,0.05003173649311066,0.05003173649311066,0.42882657051086426,-0.2876130938529968,0.0,0.19643135368824005,0.41162896156311035,0.42882657051086426,0.2876130938529968,0.1748235523700714,0.25400298833847046,0.625,0.03125,8.308256656164303e-05
90,left_cheek,0.1384972482919693,0.1384972482919693,0.463762104511261,-0.28170228004455566,0.0,0.23813970386981964,0.4229171574115753,0.463762104511261,0.28170228004455566,0.1708129346370697,0.29294919967651367,0.5625,0.03125,6.478698196588084e-05
100,left_cheek,0.21545881032943726,0.21545881032943726,0.5056712031364441,-0.28196120262145996,0.0,0.2737100124359131,0.4376833438873291,0.5056712031364441,0.28196120262145996,0.16796734929084778,0.3377038836479187,0.53125,0.0,6.2220984546002e-05
110,left_cheek,0.11179804801940918,0.11179804801940918,0.45854246616363525,-0.2850956320762634,0.0,0.22344684600830078,0.44875913858413696,0.45854246616363525,0.2850956320762634,0.1761167347431183,0.28242576122283936,0.5,0.0,5.925195728195831e-05
120,left_cheek,0.2154807448387146,0.2154807448387146,0.5022603869438171,-0.2796880900859833,0.0,0.272596538066864,0.4565492868423462,0.5022603869438171,0.2796880900859833,0.16186422109603882,0.3403961658477783,0.4375,0.0,8.108818292384967e-05
130,left_cheek,0.08265864849090576,0.08265864849090576,0.4373098611831665,-0.2840058207511902,0.0,0.21336042881011963,0.46553027629852295,0.4373098611831665,0.2840058207511902,0.18014906346797943,0.25716084241867065,0.6875,0.0625,9.58194796112366e-05
140,left_cheek,0.1328621208667755,0.1328621208667755,0.46113866567611694,-0.27989888191223145,0.0,0.23152121901512146,0.4763692617416382,0.46113866567611694,0.27989888191223145,0.16009441018104553,0.3010442554950714,0.46875,0.0,0.00010335045953979716
150,left_cheek,0.09590178728103638,0.09590178728103638,0.44295692443847656,-0.2805495262145996,0.0,0.21404391527175903,0.4845370054244995,0.44295692443847656,0.2805495262145996,0.17467471957206726,0.2682822346687317,0.65625,0.03125,6.929199298610911e-05
160,left_cheek,0.15236815810203552,0.15236815810203552,0.475570946931839,-0.2829245924949646,0.0,0.24264639616012573,0.4907805025577545,0.475570946931839,0.2829245924949646,0.17416828870773315,0.30140265822410583,0.65625,0.0,8.602256275480613e-05
170,left_cheek,0.2766781449317932,0.2766781449317932,0.528857409954071,-0.2770122289657593,0.0,0.3018451929092407,0.4989602267742157,0.528857409954071,0.2770122289657593,0.1673973649740219,0.3614600896835327,0.625,0.0,7.989336882019415e-05
180,left_cheek,0.0637623518705368,0.0637623518705368,0.4317939281463623,-0.28466105461120605,0.0,0.2012905329465866,0.4999179244041443,0.4317939281463623,0.28466105461120605,0.18216681480407715,0.24962711334228516,0.75,0.03125,9.866207983577624e-05
