step,location,loss,attack_loss,loss_true,loss_imp,loss_thresh,loss_rank,tv,true_sim,soft_impostor_sim,max_impostor_sim,gap_true_minus_impostor,frac_imp_over_threshold,frac_misrank,grad_norm
0,right_under_eye,0.07533055543899536,0.07533055543899536,0.4382059574127197,-0.283693790435791,0.0,0.20451217889785767,0.13504044711589813,0.4382059574127197,0.283693790435791,0.17404478788375854,0.2641611695289612,0.6875,0.0,0.00011546898167580366
10,right_under_eye,0.187827467918396,0.187827467918396,0.4897969365119934,-0.2805888056755066,0.0,0.25920814275741577,0.24185988306999207,0.4897969365119934,0.2805888056755066,0.16629739105701447,0.32349953055381775,0.53125,0.0,8.44474125187844e-05
20,right_under_eye,0.19638922810554504,0.19638922810554504,0.4934099614620209,-0.2801435589790344,0.0,0.263266384601593,0.3034495711326599,0.4934099614620209,0.2801435589790344,0.16404244303703308,0.3293675184249878,0.46875,0.0,5.348600461729802e-05
30,right_under_eye,0.17019122838974,0.17019122838974,0.4817047119140625,-0.281072735786438,0.0,0.25063198804855347,0.34227776527404785,0.4817047119140625,0.281072735786438,0.16815967857837677,0.3135450482368469,0.5,0.0,7.369759259745479e-05
40,right_under_eye,0.11500513553619385,0.11500513553619385,0.45908090472221375,-0.2843855619430542,0.0,0.2246953547000885,0.36930274963378906,0.45908090472221375,0.2843855619430542,0.1717994213104248,0.28728148341178894,0.625,0.0,6.633691373281181e-05
50,right_under_eye,0.17033055424690247,0.17033055424690247,0.48980793356895447,-0.28642845153808594,0.0,0.2533795237541199,0.39784306287765503,0.48980793356895447,0.28642845153808594,0.1764533817768097,0.3133545517921448,0.59375,0.0,5.862288526259363e-05
60,right_under_eye,0.04411494731903076,0.04411494731903076,0.4298444986343384,-0.28906065225601196,0.0,0.1923917531967163,0.42059826850891113,0.4298444986343384,0.28906065225601196,0.1883479505777359,0.24149657785892487,0.6875,0.0,7.446914241882041e-05
70,right_under_eye,0.10713207721710205,0.10713207721710205,0.45475369691848755,-0.2844862937927246,0.0,0.22135096788406372,0.4483979344367981,0.45475369691848755,0.2844862937927246,0.17662891745567322,0.27812474966049194,0.71875,0.0,7.001808990025893e-05
80,right_under_eye,0.09105631709098816,0.09105631709098816,0.4429195523262024,-0.28159427642822266,0.0,0.21132531762123108,0.47039178013801575,0.4429195523262024,0.28159427642822266,0.16668014228343964,0.27623939514160156,0.5,0.0,6.459713040385395e-05
90,right_under_eye,0.11240482330322266,0.11240482330322266,0.45564699172973633,-0.2834535837173462,0.0,0.2236649990081787,0.4867611527442932,0.45564699172973633,0.2834535837173462,0.16975757479667664,0.2858893871307373,0.5,0.03125,7.176541839726269e-05
