step,loss,attack_loss,loss_true,loss_imp,loss_thresh,loss_rank,tv,true_sim,soft_impostor_sim,max_impostor_sim,gap_true_minus_impostor,frac_imp_over_threshold,frac_misrank,grad_norm
660,-0.33383309841156006,-0.33383309841156006,0.20250682532787323,-0.28622424602508545,0.0,0.03610853850841522,0.5528073310852051,0.20250682532787323,0.28622424602508545,0.18090547621250153,0.021601350978016853,0.53125,0.4375,0.00016005286306608468
670,-0.31161224842071533,-0.31161224842071533,0.21411363780498505,-0.2847861051559448,0.0,0.04384631663560867,0.552857518196106,0.21411363780498505,0.2847861051559448,0.17073017358779907,0.043383460491895676,0.4375,0.40625,0.00011036919022444636
680,-0.22099226713180542,-0.22099226713180542,0.2746288776397705,-0.2883780598640442,0.0,0.08113497495651245,0.552550196647644,0.2746288776397705,0.2883780598640442,0.17727285623550415,0.09735602140426636,0.5,0.25,0.00016353670798707753
690,-0.32103461027145386,-0.32103461027145386,0.2199026346206665,-0.28875303268432617,0.0,0.03656880930066109,0.5535531044006348,0.2199026346206665,0.28875303268432617,0.1818847954273224,0.03801783546805382,0.59375,0.375,0.00014449087029788643
700,-0.30001458525657654,-0.30001458525657654,0.2359546720981598,-0.29085731506347656,0.0,0.0457453727722168,0.5536170601844788,0.2359546720981598,0.29085731506347656,0.18342915177345276,0.05252554267644882,0.5625,0.28125,0.00014362321235239506
710,-0.3437380790710449,-0.3437380790710449,0.20244328677654266,-0.2915058135986328,0.0,0.03683023899793625,0.5533069372177124,0.20244328677654266,0.2915058135986328,0.2055143415927887,-0.0030710529536008835,0.84375,0.53125,0.0001701760629657656
720,-0.2973858416080475,-0.2973858416080475,0.23501841723918915,-0.292555034160614,0.0,0.0527058020234108,0.554297924041748,0.23501841723918915,0.292555034160614,0.19228199124336243,0.04273640364408493,0.6875,0.375,0.00016361665620934218
730,-0.300449013710022,-0.300449013710022,0.22792065143585205,-0.286923348903656,0.0,0.045477017760276794,0.5551261901855469,0.22792065143585205,0.286923348903656,0.18378815054893494,0.044132497161626816,0.5625,0.375,0.00015382518176920712
740,-0.29633572697639465,-0.29633572697639465,0.2306627482175827,-0.2907210886478424,0.0,0.05444367602467537,0.5552423000335693,0.2306627482175827,0.2907210886478424,0.18712496757507324,0.043537795543670654,0.7000000476837158,0.4333333671092987,0.00015747845463920385
750,-0.31097352504730225,-0.31097352504730225,0.21695351600646973,-0.28737711906433105,0.0,0.04682719707489014,0.5547571182250977,0.21695351600646973,0.28737711906433105,0.17844067513942719,0.03851283714175224,0.46875,0.40625,0.0001383675989927724
760,-0.338896244764328,-0.338896244764328,0.1929457038640976,-0.283649206161499,0.0,0.035456445068120956,0.5551820993423462,0.1929457038640976,0.283649206161499,0.17571474611759186,0.017230946570634842,0.5625,0.375,0.00018982065375894308
770,-0.30212220549583435,-0.30212220549583435,0.21698303520679474,-0.28226685523986816,0.0,0.04542848467826843,0.5558769702911377,0.21698303520679474,0.28226685523986816,0.17168384790420532,0.04529918357729912,0.4375,0.375,0.00015907904889900237
780,-0.300334632396698,-0.300334632396698,0.22596260905265808,-0.2861711382865906,0.0,0.04604502022266388,0.5549851655960083,0.22596260905265808,0.2861711382865906,0.1773541271686554,0.04860847070813179,0.5625,0.40625,0.00016733293887227774
790,-0.2858849763870239,-0.2858849763870239,0.22429382801055908,-0.2851787805557251,0.0,0.06017875671386719,0.5568992495536804,0.22429382801055908,0.2851787805557251,0.18275251984596252,0.04154130443930626,0.59375,0.4375,0.00013724909513257444
800,-0.29197800159454346,-0.29197800159454346,0.2176574170589447,-0.2839985191822052,0.0,0.05836162343621254,0.5568859577178955,0.2176574170589447,0.2839985191822052,0.17656412720680237,0.04109330475330353,0.53125,0.4375,0.00018543416808824986
810,-0.2957974970340729,-0.2957974970340729,0.234749898314476,-0.29241788387298584,0.0,0.0542883463203907,0.5559470653533936,0.234749898314476,0.29241788387298584,0.1956023871898651,0.039147526025772095,0.75,0.4375,0.00017984150326810777
820,-0.29303717613220215,-0.29303717613220215,0.2290017455816269,-0.28726616501808167,0.0,0.0524933859705925,0.5568400621414185,0.2290017455816269,0.28726616501808167,0.18087546527385712,0.04812629148364067,0.59375,0.40625,0.0002402700629318133
830,-0.33329546451568604,-0.33329546451568604,0.20739752054214478,-0.2879318594932556,0.0,0.035170719027519226,0.5573109984397888,0.20739752054214478,0.2879318594932556,0.179283007979393,0.02811449207365513,0.625,0.4375,0.0001575594360474497
840,-0.35494232177734375,-0.35494232177734375,0.1918518841266632,-0.2877216339111328,0.0,0.028649061918258667,0.5573387145996094,0.1918518841266632,0.2877216339111328,0.18589484691619873,0.005957046523690224,0.5625,0.46875,0.00015697369235567749
850,-0.28361135721206665,-0.28361135721206665,0.22726857662200928,-0.2833229601383209,0.0,0.055765993893146515,0.5576952695846558,0.22726857662200928,0.2833229601383209,0.1770646572113037,0.050203897058963776,0.5625,0.34375,0.00015480998263228685
860,-0.3479604423046112,-0.3479604423046112,0.1960994005203247,-0.2878485918045044,0.0,0.031637344509363174,0.5581679344177246,0.1960994005203247,0.2878485918045044,0.17692945897579193,0.019169941544532776,0.5625,0.40625,0.00014682103937957436
870,-0.3025141656398773,-0.3025141656398773,0.21186724305152893,-0.28704947233200073,0.0,0.05971752852201462,0.559663712978363,0.21186724305152893,0.28704947233200073,0.17729529738426208,0.03457195684313774,0.53125,0.5,0.0001313562097493559
880,-0.23445309698581696,-0.23445309698581696,0.2678700387477875,-0.2868751287460327,0.0,0.071427121758461,0.5608070492744446,0.2678700387477875,0.2868751287460327,0.17359019815921783,0.09427984058856964,0.46875,0.25,0.0002983621379826218
890,-0.28211602568626404,-0.28211602568626404,0.22163662314414978,-0.2845318615436554,0.0,0.06531107425689697,0.5600533485412598,0.22163662314414978,0.2845318615436554,0.17360055446624756,0.048036057502031326,0.53125,0.40625,0.00016916939057409763
900,-0.2581935226917267,-0.2581935226917267,0.2562835216522217,-0.29005730152130127,0.0,0.06563755869865417,0.5607140064239502,0.2562835216522217,0.29005730152130127,0.18741336464881897,0.0688701719045639,0.6875,0.3125,0.00017083845159504563
910,-0.3564414978027344,-0.3564414978027344,0.1934962272644043,-0.29233449697494507,0.0,0.034731268882751465,0.5610450506210327,0.1934962272644043,0.29233449697494507,0.19637517631053925,-0.0028789457865059376,0.6875,0.46875,0.0001470408315071836
920,-0.21723496913909912,-0.21723496913909912,0.2796597480773926,-0.2884678244590759,0.0,0.08004093915224075,0.5617698431015015,0.2796597480773926,0.2884678244590759,0.1827181577682495,0.09694159030914307,0.625,0.25,0.00014685431960970163
930,-0.328473836183548,-0.328473836183548,0.20693367719650269,-0.2907463610172272,0.0,0.04608520120382309,0.5629940032958984,0.20693367719650269,0.2907463610172272,0.1813272386789322,0.025606432929635048,0.7000000476837158,0.36666667461395264,0.00013225384464021772
940,-0.3128287196159363,-0.3128287196159363,0.2277277559041977,-0.29297786951065063,0.0,0.04539923742413521,0.562444269657135,0.2277277559041977,0.29297786951065063,0.19677042961120605,0.030957337468862534,0.8125,0.5,0.00016002883785404265
950,-0.3210861086845398,-0.3210861086845398,0.20997169613838196,-0.28816595673561096,0.0,0.04527411609888077,0.5622488260269165,0.20997169613838196,0.28816595673561096,0.18210135400295258,0.02787034399807453,0.5,0.4375,0.0001850496046245098
960,-0.28337621688842773,-0.28337621688842773,0.23598922789096832,-0.2879880666732788,0.0,0.056610703468322754,0.562382698059082,0.23598922789096832,0.2879880666732788,0.17361503839492798,0.06237419694662094,0.59375,0.34375,0.00018816845840774477
970,-0.35473474860191345,-0.35473474860191345,0.18971967697143555,-0.2913941740989685,0.0,0.03833392262458801,0.5624998807907104,0.18971967697143555,0.2913941740989685,0.18783918023109436,0.001880483701825142,0.6875,0.46875,0.00017330318223685026
980,-0.31428948044776917,-0.31428948044776917,0.21772536635398865,-0.286068320274353,0.0,0.04012179374694824,0.563204824924469,0.21772536635398865,0.286068320274353,0.18331003189086914,0.03441530838608742,0.59375,0.375,0.00012961510219611228
990,-0.37770476937294006,-0.37770476937294006,0.17049865424633026,-0.283993661403656,0.0,0.01978389546275139,0.5634304285049438,0.17049865424633026,0.283993661403656,0.17704734206199646,-0.006548685021698475,0.375,0.59375,0.00013366463826969266
999,-0.28499963879585266,-0.28499963879585266,0.23320448398590088,-0.2880426049232483,0.0,0.05788107588887215,0.5645806789398193,0.23320448398590088,0.2880426049232483,0.18120937049388885,0.05199512094259262,0.59375,0.375,0.0001895307213999331
