step,location,patch_size_ratio,patch_size_px,loss,attack_loss,preserve_loss,delta_tv,loss_true,loss_imp,loss_thresh,loss_rank,true_sim,soft_impostor_sim,max_impostor_sim,gap_true_minus_impostor,frac_imp_over_threshold,frac_misrank,grad_norm,eps_norm
140,nose_bridge,0.35,39,-0.02990991808474064,-0.042527616024017334,0.10708031058311462,0.19096672534942627,0.38403379917144775,-0.2879416346549988,0.0,0.14932185411453247,0.38403379917144775,0.2879416346549988,0.18328456580638885,0.2007492482662201,0.71875,0.03125,0.00020206529006827623,0.5
150,nose_bridge,0.35,39,0.00477581424638629,-0.00795331597328186,0.10796204209327698,0.19329260289669037,0.40198084712028503,-0.28776198625564575,0.0,0.1655898094177246,0.40198084712028503,0.28776198625564575,0.1817903071641922,0.22019052505493164,0.75,0.03125,0.0002225877542514354,0.5
160,nose_bridge,0.35,39,0.00822935625910759,-0.004610270261764526,0.10896323621273041,0.19433024525642395,0.40890705585479736,-0.2914929687976837,0.0,0.16946861147880554,0.40890705585479736,0.2914929687976837,0.1868830919265747,0.22202399373054504,0.78125,0.03125,0.00016628617595415562,0.5
170,nose_bridge,0.35,39,-0.03654645010828972,-0.04949250817298889,0.10978709161281586,0.19673492014408112,0.37325146794319153,-0.2832958698272705,0.0,0.1438477635383606,0.37325146794319153,0.2832958698272705,0.16890555620193481,0.2043459266424179,0.59375,0.03125,0.0001467893016524613,0.5
180,nose_bridge,0.35,39,0.03407883644104004,0.021102502942085266,0.11015927046537399,0.1960405707359314,0.41645389795303345,-0.2880100905895233,0.0,0.18066878616809845,0.41645389795303345,0.2880100905895233,0.17765992879867554,0.2387939840555191,0.6875,0.0,0.00020376047177705914,0.5
190,nose_bridge,0.35,39,0.023658394813537598,0.010570704936981201,0.11117289215326309,0.1970398724079132,0.41229861974716187,-0.288293719291687,0.0,0.17485952377319336,0.41229861974716187,0.288293719291687,0.17948362231254578,0.2328149825334549,0.625,0.0,0.00017473498883191496,0.5
200,nose_bridge,0.35,39,-0.023609919473528862,-0.036686524748802185,0.11104301363229752,0.19723045825958252,0.38497310876846313,-0.28739267587661743,0.0,0.15312571823596954,0.38497310876846313,0.28739267587661743,0.1717105656862259,0.21326255798339844,0.625,0.03125,0.00022170781448949128,0.5
210,nose_bridge,0.35,39,-0.03731437027454376,-0.0504450798034668,0.11140015721321106,0.19906960427761078,0.37230804562568665,-0.2844538688659668,0.0,0.14615461230278015,0.37230804562568665,0.2844538688659668,0.17154839634895325,0.2007596492767334,0.625,0.0625,0.0001858360628830269,0.5
220,nose_bridge,0.35,39,0.06894978880882263,0.05576644837856293,0.11190313845872879,0.1993030309677124,0.4270792305469513,-0.28279733657836914,0.0,0.19428189098834991,0.4270792305469513,0.28279733657836914,0.1638130247592926,0.2632661759853363,0.5,0.0,0.00020504326676018536,0.5
230,nose_bridge,0.35,39,-0.08115851879119873,-0.09448633342981339,0.11329632997512817,0.1998177170753479,0.3603568375110626,-0.2896021604537964,0.0,0.12436114996671677,0.3603568375110626,0.2896021604537964,0.18407286703586578,0.17628395557403564,0.75,0.03125,0.0002004841371672228,0.5
240,nose_bridge,0.35,39,-0.0005324562080204487,-0.013862282037734985,0.11324133723974228,0.20056921243667603,0.4006263017654419,-0.28857558965682983,0.0,0.1626625955104828,0.4006263017654419,0.28857558965682983,0.17864322662353516,0.22198304533958435,0.625,0.0,0.00026079604867845774,0.5
250,nose_bridge,0.35,39,0.10004503279924393,0.08672294020652771,0.11337564885616302,0.19845286011695862,0.43992337584495544,-0.28125280141830444,0.0,0.20930516719818115,0.43992337584495544,0.28125280141830444,0.1678311973810196,0.27209219336509705,0.625,0.0,0.00020767141541000456,0.5
260,nose_bridge,0.35,39,-0.02925426885485649,-0.042673587799072266,0.11418182402849197,0.20011356472969055,0.3862883448600769,-0.29026269912719727,0.0,0.15156346559524536,0.3862883448600769,0.29026269912719727,0.1830858290195465,0.20320247113704681,0.71875,0.0625,0.00017631197988521308,0.5
270,nose_bridge,0.35,39,-0.02087985724210739,-0.03447762131690979,0.11560472100973129,0.20372912287712097,0.3845123052597046,-0.2862613797187805,0.0,0.15353283286094666,0.3845123052597046,0.2862613797187805,0.17090488970279694,0.21360741555690765,0.6875,0.03125,0.0002095486706821248,0.5
280,nose_bridge,0.35,39,-0.013095596805214882,-0.02657279372215271,0.11463640630245209,0.20135554671287537,0.3892008364200592,-0.28655755519866943,0.0,0.15734148025512695,0.3892008364200592,0.28655755519866943,0.17322401702404022,0.21597681939601898,0.53125,0.03125,0.00025515726883895695,0.5
290,nose_bridge,0.35,39,0.0549296997487545,0.04150950908660889,0.11406874656677246,0.20133137702941895,0.42781034111976624,-0.2892906069755554,0.0,0.1922803819179535,0.42781034111976624,0.2892906069755554,0.1793736219406128,0.24843671917915344,0.625,0.0,0.00017771533748600632,0.5
300,nose_bridge,0.35,39,0.010689657181501389,-0.0028583258390426636,0.11526811867952347,0.20211711525917053,0.4005047380924225,-0.28510183095932007,0.0,0.166840597987175,0.4005047380924225,0.28510183095932007,0.16752374172210693,0.23298099637031555,0.46875,0.0,0.00021655758609995246,0.5
310,nose_bridge,0.35,39,-0.02677926979959011,-0.04035113751888275,0.1155640184879303,0.20154663920402527,0.3851381838321686,-0.2889282703399658,0.0,0.1523672193288803,0.3851381838321686,0.2889282703399658,0.18159574270248413,0.20354244112968445,0.78125,0.0625,0.00016876326117198914,0.5
320,nose_bridge,0.35,39,-0.020895035937428474,-0.03434950113296509,0.11449652165174484,0.20048117637634277,0.38127830624580383,-0.28404343128204346,0.0,0.152459055185318,0.38127830624580383,0.28404343128204346,0.17202793061733246,0.20925036072731018,0.625,0.03125,0.0001911310973810032,0.5
330,nose_bridge,0.35,39,-0.0007769200019538403,-0.014170825481414795,0.11390148848295212,0.20037569105625153,0.39489081501960754,-0.2879680395126343,0.0,0.16687443852424622,0.39489081501960754,0.2879680395126343,0.17660212516784668,0.21828868985176086,0.625,0.0625,0.00016398420848418027,0.5
340,nose_bridge,0.35,39,0.03055592253804207,0.01717349886894226,0.11371852457523346,0.2010570466518402,0.408821165561676,-0.2843325138092041,0.0,0.17701736092567444,0.408821165561676,0.2843325138092041,0.17341160774230957,0.23540957272052765,0.625,0.03125,0.00019006447109859437,0.5
350,nose_bridge,0.35,39,0.07807435095310211,0.06463730335235596,0.11424046009778976,0.201299786567688,0.43193984031677246,-0.2834407687187195,0.0,0.19957900047302246,0.43193984031677246,0.2834407687187195,0.1645415723323822,0.26739823818206787,0.5,0.0,0.00017949931498151273,0.5
360,nose_bridge,0.35,39,0.04880773648619652,0.035335540771484375,0.11463817209005356,0.2008378505706787,0.41847366094589233,-0.28660690784454346,0.0,0.19007569551467896,0.41847366094589233,0.28660690784454346,0.1820644736289978,0.23640921711921692,0.6875,0.0625,0.00024184997892007232,0.5
370,nose_bridge,0.35,39,0.002390929963439703,-0.011151865124702454,0.11519546061754227,0.20232485234737396,0.39411279559135437,-0.28426700830459595,0.0,0.16326935589313507,0.39411279559135437,0.28426700830459595,0.17599278688430786,0.2181200236082077,0.59375,0.03125,0.00022495888697449118,0.5
380,nose_bridge,0.35,39,0.022652359679341316,0.009174048900604248,0.11460918188095093,0.20173925161361694,0.4080120325088501,-0.28799277544021606,0.0,0.17714756727218628,0.4080120325088501,0.28799277544021606,0.17632414400577545,0.23168788850307465,0.625,0.03125,0.00018554898269940168,0.5
390,nose_bridge,0.35,39,-0.02635611779987812,-0.03998340666294098,0.11590338498353958,0.20369502902030945,0.3774329125881195,-0.2853105068206787,0.0,0.15320469439029694,0.3774329125881195,0.2853105068206787,0.18179546296596527,0.19563744962215424,0.65625,0.0625,0.00018021688447333872,0.5
400,nose_bridge,0.35,39,0.036533087491989136,0.02294701337814331,0.11562453210353851,0.20236214995384216,0.4085406959056854,-0.28424108028411865,0.0,0.1828884780406952,0.4085406959056854,0.28424108028411865,0.17533454298973083,0.2332061380147934,0.65625,0.03125,0.00021900660067331046,0.5
410,nose_bridge,0.35,39,-0.009458564221858978,-0.023035526275634766,0.11555841565132141,0.20211204886436462,0.3857867419719696,-0.28278589248657227,0.0,0.15674951672554016,0.3857867419719696,0.28278589248657227,0.16633498668670654,0.21945175528526306,0.5625,0.03125,0.00020522064005490392,0.5
420,nose_bridge,0.35,39,0.0390089713037014,0.025507867336273193,0.11485470831394196,0.20156309008598328,0.4233824908733368,-0.29046353697776794,0.0,0.1830524504184723,0.4233824908733368,0.29046353697776794,0.1837480664253235,0.2396344393491745,0.78125,0.0,0.00017695089627522975,0.5
430,nose_bridge,0.35,39,-0.0074998605996370316,-0.020954906940460205,0.11448530852794647,0.20065151154994965,0.39173072576522827,-0.28870636224746704,0.0,0.1647270917892456,0.39173072576522827,0.28870636224746704,0.17897102236747742,0.21275970339775085,0.8125,0.0625,0.0001783564075594768,0.5
440,nose_bridge,0.35,39,-0.02858799882233143,-0.04204253852367401,0.11443649232387543,0.20108914375305176,0.38303160667419434,-0.2874354422092438,0.0,0.1497967392206192,0.38303160667419434,0.2874354422092438,0.17757472395896912,0.20545688271522522,0.65625,0.03125,0.00018178652680944651,0.5
450,nose_bridge,0.35,39,-0.08021792769432068,-0.0936027467250824,0.11389533430337906,0.19952897727489471,0.3570087254047394,-0.28890836238861084,0.0,0.1272052526473999,0.3570087254047394,0.28890836238861084,0.18334245681762695,0.17366628348827362,0.65625,0.09375,0.00016305317694786936,0.5
460,nose_bridge,0.35,39,-0.07265041023492813,-0.08610084652900696,0.11452513933181763,0.19979259371757507,0.36679404973983765,-0.2944195568561554,0.0,0.1359442174434662,0.36679404973983765,0.2944195568561554,0.1845923662185669,0.18220165371894836,0.8125,0.09375,0.00021047514746896923,0.5
470,nose_bridge,0.35,39,0.01580343022942543,0.002284616231918335,0.11501280963420868,0.20175330340862274,0.39729246497154236,-0.28095561265945435,0.0,0.16690337657928467,0.39729246497154236,0.28095561265945435,0.1701565682888031,0.22713589668273926,0.5625,0.0,0.00021078938152641058,0.5
480,nose_bridge,0.35,39,0.0005214116536080837,-0.012913763523101807,0.11425266414880753,0.20099082589149475,0.40044575929641724,-0.2884368300437927,0.0,0.1635141372680664,0.40044575929641724,0.2884368300437927,0.17567116022109985,0.2247745841741562,0.5625,0.0,0.00019203174451831728,0.5
490,nose_bridge,0.35,39,-0.06960447132587433,-0.0831599086523056,0.11532144993543625,0.2023291140794754,0.3665807843208313,-0.29103174805641174,0.0,0.13232280313968658,0.3665807843208313,0.29103174805641174,0.18614089488983154,0.18043990433216095,0.8125,0.0625,0.0001824592618504539,0.5
500,nose_bridge,0.35,39,0.04136592522263527,0.027910307049751282,0.11458036303520203,0.1997583508491516,0.4146817922592163,-0.2865162193775177,0.0,0.18626095354557037,0.4146817922592163,0.2865162193775177,0.1793966293334961,0.23528514802455902,0.53125,0.03125,0.00017181164002977312,0.5
510,nose_bridge,0.35,39,-0.03173161298036575,-0.045152172446250916,0.11424001306295395,0.19965580105781555,0.37893444299697876,-0.28600847721099854,0.0,0.1479303389787674,0.37893444299697876,0.28600847721099854,0.17430880665779114,0.20462566614151,0.65625,0.0625,0.0001879287010524422,0.5
520,nose_bridge,0.35,39,0.05234517902135849,0.03892229497432709,0.11410580575466156,0.20123058557510376,0.42190974950790405,-0.2856241464614868,0.0,0.18826083838939667,0.42190974950790405,0.2856241464614868,0.17856046557426453,0.24334926903247833,0.625,0.03125,0.00018994529091287404,0.5
530,nose_bridge,0.35,39,-0.029449261724948883,-0.04298514127731323,0.114985890686512,0.2037290632724762,0.38483762741088867,-0.2892224192619324,0.0,0.15062206983566284,0.38483762741088867,0.2892224192619324,0.17831817269325256,0.20651942491531372,0.625,0.0625,0.00018188756075687706,0.5
540,nose_bridge,0.35,39,0.060466352850198746,0.046912699937820435,0.1151963472366333,0.20340204238891602,0.4179864525794983,-0.28224843740463257,0.0,0.19342312216758728,0.4179864525794983,0.28224843740463257,0.1704925298690796,0.2474939376115799,0.5625,0.03125,0.00018026705947704613,0.5
550,nose_bridge,0.35,39,0.010876691900193691,-0.0026755034923553467,0.11523088812828064,0.2029106318950653,0.4027099013328552,-0.2870067358016968,0.0,0.16862806677818298,0.4027099013328552,0.2870067358016968,0.17877820134162903,0.22393172979354858,0.59375,0.03125,0.00020374555606395006,0.5
560,nose_bridge,0.35,39,-0.011932111345231533,-0.025482386350631714,0.11536683142185211,0.20135924220085144,0.39526140689849854,-0.2897891402244568,0.0,0.15883448719978333,0.39526140689849854,0.2897891402244568,0.18450051546096802,0.2107609063386917,0.6875,0.03125,0.0001795015559764579,0.5
570,nose_bridge,0.35,39,0.02520468644797802,0.01161038875579834,0.11580242961645126,0.2014053463935852,0.40878766775131226,-0.28670036792755127,0.0,0.17622345685958862,0.40878766775131226,0.28670036792755127,0.1745445728302002,0.23424308001995087,0.53125,0.0625,0.00021225477394182235,0.5
580,nose_bridge,0.35,39,0.08135318011045456,0.0678202360868454,0.1151876449584961,0.20141825079917908,0.43227559328079224,-0.28224363923072815,0.0,0.20003192126750946,0.43227559328079224,0.28224363923072815,0.1696663200855255,0.26260924339294434,0.59375,0.0,0.00020524166757240891,0.5
590,nose_bridge,0.35,39,-0.017632262781262398,-0.031089603900909424,0.11465033143758774,0.19923073053359985,0.38755083084106445,-0.2862603962421417,0.0,0.15388035774230957,0.38755083084106445,0.2862603962421417,0.1732805073261261,0.21427032351493835,0.59375,0.03125,0.00023685501946602017,0.5
600,nose_bridge,0.35,39,-0.042847976088523865,-0.05631983280181885,0.11479685455560684,0.19921696186065674,0.38456207513809204,-0.292544960975647,0.0,0.14420801401138306,0.38456207513809204,0.292544960975647,0.18551090359687805,0.199051171541214,0.6875,0.03125,0.00015652219008188695,0.5
610,nose_bridge,0.35,39,-0.007579436991363764,-0.02101169526576996,0.11433842778205872,0.19984157383441925,0.39184048771858215,-0.2857933044433594,0.0,0.15873442590236664,0.39184048771858215,0.2857933044433594,0.17738020420074463,0.21446026861667633,0.53125,0.0,0.0001961211091838777,0.5
620,nose_bridge,0.35,39,0.008450056426227093,-0.005054593086242676,0.11504656821489334,0.19999930262565613,0.4033207893371582,-0.2879889905452728,0.0,0.16760259866714478,0.4033207893371582,0.2879889905452728,0.18148520588874817,0.22183556854724884,0.625,0.03125,0.00018995442951563746,0.5
630,nose_bridge,0.35,39,0.045832615345716476,0.032313913106918335,0.11504726856946945,0.2013973891735077,0.4215225875377655,-0.2881179749965668,0.0,0.18702727556228638,0.4215225875377655,0.2881179749965668,0.18411073088645935,0.23741185665130615,0.8125,0.03125,0.0001764182379702106,0.5
640,nose_bridge,0.35,39,-0.05851908028125763,-0.07207049429416656,0.115557461977005,0.19956690073013306,0.364070862531662,-0.28478750586509705,0.0,0.13343365490436554,0.364070862531662,0.28478750586509705,0.167770117521286,0.19630073010921478,0.59375,0.03125,0.00020376355678308755,0.5
650,nose_bridge,0.35,39,0.0014056400395929813,-0.012156903743743896,0.11562784761190414,0.1999758780002594,0.40136903524398804,-0.28918468952178955,0.0,0.16484344005584717,0.40136903524398804,0.28918468952178955,0.18244345486164093,0.2189255952835083,0.6875,0.03125,0.000217386957956478,0.5
660,nose_bridge,0.35,39,0.039635490626096725,0.026109784841537476,0.11527039110660553,0.19986668229103088,0.41374725103378296,-0.2847846746444702,0.0,0.18193188309669495,0.41374725103378296,0.2847846746444702,0.16841645538806915,0.245330810546875,0.5,0.0,0.00018472515512257814,0.5
670,nose_bridge,0.35,39,0.08289796113967896,0.06931106746196747,0.11560583114624023,0.20263159275054932,0.44355976581573486,-0.2895304560661316,0.0,0.2048122137784958,0.44355976581573486,0.2895304560661316,0.18870925903320312,0.2548505365848541,0.8125,0.0,0.0001872733555501327,0.5
680,nose_bridge,0.35,39,-0.08041787147521973,-0.09387922286987305,0.11456826329231262,0.20045287907123566,0.36045658588409424,-0.2905545234680176,0.0,0.12677323818206787,0.36045658588409424,0.2905545234680176,0.18584999442100525,0.174606591463089,0.78125,0.03125,0.00018262883531861007,0.5
690,nose_bridge,0.35,39,-0.03869698941707611,-0.05215473473072052,0.11454109102487564,0.20036357641220093,0.3804866373538971,-0.2900390326976776,0.0,0.1474366933107376,0.3804866373538971,0.2900390326976776,0.1801760345697403,0.2003105878829956,0.6875,0.0625,0.00016241538105532527,0.5
700,nose_bridge,0.35,39,-0.03626804053783417,-0.04977288842201233,0.11511421948671341,0.19934262335300446,0.37546318769454956,-0.286853551864624,0.0,0.14847102761268616,0.37546318769454956,0.286853551864624,0.17225508391857147,0.2032080888748169,0.59375,0.0625,0.0002144050522474572,0.5
710,nose_bridge,0.35,39,-0.02103106491267681,-0.03454515337944031,0.11524292826652527,0.1989794671535492,0.3891585171222687,-0.2886524200439453,0.0,0.15360116958618164,0.3891585171222687,0.2886524200439453,0.1758694052696228,0.21328912675380707,0.59375,0.03125,0.0002077692624880001,0.5
720,nose_bridge,0.35,39,0.006343573331832886,-0.007168889045715332,0.11515482515096664,0.19969800114631653,0.4026036262512207,-0.2877015471458435,0.0,0.16563057899475098,0.4026036262512207,0.2877015471458435,0.17323316633701324,0.22937047481536865,0.53125,0.0,0.00024210217816289514,0.5
730,nose_bridge,0.35,39,-0.04768570885062218,-0.061486050486564636,0.1179141029715538,0.20089304447174072,0.37901580333709717,-0.29058581590652466,0.0,0.1406697779893875,0.37901580333709717,0.29058581590652466,0.18979240953922272,0.18922339379787445,0.78125,0.03125,0.00018881728465203196,0.5
740,nose_bridge,0.35,39,0.006057256832718849,-0.007538110017776489,0.11582925170660019,0.20124416053295135,0.3917350769042969,-0.2819204032421112,0.0,0.16456761956214905,0.3917350769042969,0.2819204032421112,0.16634124517440796,0.22539383172988892,0.53125,0.03125,0.0002700650948099792,0.5
750,nose_bridge,0.35,39,-0.09709112346172333,-0.11063516139984131,0.11545221507549286,0.19988206028938293,0.35044729709625244,-0.29097604751586914,0.0,0.12086963653564453,0.35044729709625244,0.29097604751586914,0.1854822337627411,0.16496507823467255,0.8125,0.125,0.00017642418970353901,0.5
760,nose_bridge,0.35,39,0.0051997071132063866,-0.008419990539550781,0.11606644839048386,0.20130528509616852,0.3936940133571625,-0.284440815448761,0.0,0.16676762700080872,0.3936940133571625,0.284440815448761,0.1707938015460968,0.22290021181106567,0.59375,0.03125,0.00019692927889991552,0.5
770,nose_bridge,0.35,39,-0.06340727210044861,-0.07707872986793518,0.11671054363250732,0.20004086196422577,0.36946865916252136,-0.28963232040405273,0.0,0.13271725177764893,0.36946865916252136,0.28963232040405273,0.18780405819416046,0.1816645860671997,0.65625,0.0,0.0002185721241403371,0.5
780,nose_bridge,0.35,39,-0.028796261176466942,-0.04238268733024597,0.11589182913303375,0.19972413778305054,0.3870922327041626,-0.2897748649120331,0.0,0.1500748097896576,0.3870922327041626,0.2897748649120331,0.18387949466705322,0.20321273803710938,0.84375,0.03125,0.00019392113608773798,0.5
790,nose_bridge,0.35,39,-0.02807443216443062,-0.041668280959129333,0.11580298095941544,0.20135483145713806,0.38216498494148254,-0.28591156005859375,0.0,0.14798985421657562,0.38216498494148254,0.28591156005859375,0.1811310350894928,0.20103396475315094,0.65625,0.0,0.00021737276983913034,0.5
800,nose_bridge,0.35,39,-0.056951869279146194,-0.07060234248638153,0.11646448075771332,0.2004024088382721,0.37441784143447876,-0.2911142110824585,0.0,0.1372082382440567,0.37441784143447876,0.2911142110824585,0.18341407179832458,0.19100379943847656,0.78125,0.03125,0.000221322407014668,0.5
810,nose_bridge,0.35,39,0.03556770086288452,0.02200496196746826,0.11572031676769257,0.19907066226005554,0.41408807039260864,-0.28585731983184814,0.0,0.1796315312385559,0.41408807039260864,0.28585731983184814,0.17267575860023499,0.24141232669353485,0.59375,0.0,0.00022510178678203374,0.5
820,nose_bridge,0.35,39,-0.03308594599366188,-0.04669247567653656,0.11624409258365631,0.19821205735206604,0.376711905002594,-0.28761082887649536,0.0,0.15181727707386017,0.376711905002594,0.28761082887649536,0.1794252246618271,0.1972866654396057,0.625,0.0625,0.00014483054110314697,0.5
830,nose_bridge,0.35,39,0.02987239509820938,0.016318604350090027,0.11537211388349533,0.2016577124595642,0.40987762808799744,-0.284791499376297,0.0,0.17602397501468658,0.40987762808799744,0.284791499376297,0.1727483570575714,0.23712928593158722,0.5625,0.0,0.0001949327706824988,0.5
840,nose_bridge,0.35,39,0.007791511248797178,-0.005794897675514221,0.11576028168201447,0.20103803277015686,0.405644953250885,-0.2892903685569763,0.0,0.1671408861875534,0.405644953250885,0.2892903685569763,0.17736774682998657,0.22827723622322083,0.65625,0.0,0.00021724050748161972,0.5
850,nose_bridge,0.35,39,0.006403344217687845,-0.0072356462478637695,0.11624443531036377,0.20145471394062042,0.4025021195411682,-0.2877911925315857,0.0,0.1658446192741394,0.4025021195411682,0.2877911925315857,0.17613491415977478,0.22636720538139343,0.65625,0.0,0.00023137632524594665,0.5
860,nose_bridge,0.35,39,-0.0017337959725409746,-0.015356570482254028,0.1161743700504303,0.20053374767303467,0.3933822512626648,-0.2866300940513611,0.0,0.16452136635780334,0.3933822512626648,0.2866300940513611,0.17764855921268463,0.21573369204998016,0.65625,0.03125,0.00029313971754163504,0.5
870,nose_bridge,0.35,39,0.07493402808904648,0.06131713092327118,0.11597678810358047,0.201922208070755,0.433356910943985,-0.2851322293281555,0.0,0.19822467863559723,0.433356910943985,0.2851322293281555,0.17576612532138824,0.25759077072143555,0.71875,0.0,0.00017061481776181608,0.5
880,nose_bridge,0.35,39,-0.06324756890535355,-0.07698741555213928,0.11739735305309296,0.20001071691513062,0.36779260635375977,-0.2896275520324707,0.0,0.13447508215904236,0.36779260635375977,0.2896275520324707,0.18211767077445984,0.18567493557929993,0.78125,0.03125,0.00021475623361766338,0.5
890,nose_bridge,0.35,39,-0.0033634838182479143,-0.016948044300079346,0.11584880948066711,0.19996798038482666,0.39736729860305786,-0.2899138927459717,0.0,0.16551244258880615,0.39736729860305786,0.2899138927459717,0.18077850341796875,0.2165887951850891,0.6875,0.0625,0.000193958796444349,0.5
900,nose_bridge,0.35,39,0.006053868681192398,-0.007460400462150574,0.1152556911110878,0.1988699585199356,0.39446762204170227,-0.2854246199131012,0.0,0.16892121732234955,0.39446762204170227,0.2854246199131012,0.1742444485425949,0.22022317349910736,0.625,0.0625,0.00019765151955652982,0.5
910,nose_bridge,0.35,39,-0.0512223020195961,-0.06479193270206451,0.11578777432441711,0.19908535480499268,0.3714693784713745,-0.289772629737854,0.0,0.14328394830226898,0.3714693784713745,0.289772629737854,0.1811223179101944,0.19034704566001892,0.75,0.09375,0.00019109121058136225,0.5
920,nose_bridge,0.35,39,0.048265088349580765,0.034687042236328125,0.11580292880535126,0.1997755765914917,0.41534921526908875,-0.28305134177207947,0.0,0.18544051051139832,0.41534921526908875,0.28305134177207947,0.16994433104991913,0.24540486931800842,0.65625,0.03125,0.0001994933991227299,0.5
930,nose_bridge,0.35,39,0.09133842587471008,0.07778528332710266,0.11554045230150223,0.19990946352481842,0.439395546913147,-0.28461870551109314,0.0,0.20762714743614197,0.439395546913147,0.28461870551109314,0.16969501972198486,0.2697005271911621,0.625,0.0,0.00018785949214361608,0.5
940,nose_bridge,0.35,39,0.014217942953109741,0.0006017088890075684,0.11617785692214966,0.19984480738639832,0.3984479606151581,-0.2836812138557434,0.0,0.1695161759853363,0.3984479606151581,0.2836812138557434,0.16715195775032043,0.23129600286483765,0.5625,0.03125,0.00021868811745662242,0.5
