step,location,patch_size_ratio,patch_size_px,loss,attack_loss,loss_true,loss_imp,loss_thresh,loss_rank,tv,true_sim,soft_impostor_sim,max_impostor_sim,gap_true_minus_impostor,frac_imp_over_threshold,frac_misrank,grad_norm
0,under_eye,0.3,34,0.11348295211791992,0.11348295211791992,0.4532797634601593,-0.2813784182071686,0.0,0.22296002507209778,0.13504044711589813,0.4532797634601593,0.2813784182071686,0.1712559461593628,0.2820238471031189,0.53125,0.0,0.00016936947940848768
10,under_eye,0.3,34,0.11676885187625885,0.11676885187625885,0.4622437357902527,-0.28590619564056396,0.0,0.2263375073671341,0.25876307487487793,0.4622437357902527,0.28590619564056396,0.17741920053958893,0.2848244905471802,0.71875,0.0,8.052826160565019e-05
20,under_eye,0.3,34,0.06771804392337799,0.06771804392337799,0.4338332414627075,-0.28405535221099854,0.0,0.20199550688266754,0.31641635298728943,0.4338332414627075,0.28405535221099854,0.17565545439720154,0.2581777572631836,0.6875,0.03125,0.0001047444311552681
30,under_eye,0.3,34,0.031879693269729614,0.031879693269729614,0.42037737369537354,-0.2864764630794525,0.0,0.1844552457332611,0.35859277844429016,0.42037737369537354,0.2864764630794525,0.17887425422668457,0.24150308966636658,0.71875,0.0,8.571016951464117e-05
40,under_eye,0.3,34,0.029063686728477478,0.029063686728477478,0.419791042804718,-0.28713053464889526,0.0,0.18353371322155,0.3913920819759369,0.419791042804718,0.28713053464889526,0.181392639875412,0.23839840292930603,0.78125,0.0,8.232252002926543e-05
50,under_eye,0.3,34,0.058945998549461365,0.058945998549461365,0.4299110174179077,-0.28366535902023315,0.0,0.19636569917201996,0.42025381326675415,0.4299110174179077,0.28366535902023315,0.17654985189437866,0.25336116552352905,0.59375,0.0,0.0001008033286780119
60,under_eye,0.3,34,0.059006720781326294,0.059006720781326294,0.4365309178829193,-0.2887171506881714,0.0,0.19991010427474976,0.43856629729270935,0.4365309178829193,0.2887171506881714,0.18159711360931396,0.25493380427360535,0.6875,0.0,0.00012840972340200096
70,under_eye,0.3,34,0.1057632565498352,0.1057632565498352,0.45034533739089966,-0.28209710121154785,0.0,0.21961212158203125,0.45682621002197266,0.45034533739089966,0.28209710121154785,0.1685279905796051,0.28181737661361694,0.5625,0.0,0.00011012767936335877
80,under_eye,0.3,34,-0.025303319096565247,-0.025303319096565247,0.39858898520469666,-0.291514128446579,0.0,0.15913595259189606,0.4702044427394867,0.39858898520469666,0.291514128446579,0.1845422089099884,0.21404677629470825,0.78125,0.0,0.00011785321112256497
90,under_eye,0.3,34,-0.022753342986106873,-0.022753342986106873,0.38732779026031494,-0.2854383587837219,0.0,0.16079558432102203,0.4839175343513489,0.38732779026031494,0.2854383587837219,0.1761331558227539,0.21119464933872223,0.6875,0.09375,0.00015115020505618304
100,under_eye,0.3,34,0.010162442922592163,0.010162442922592163,0.40739110112190247,-0.2861347496509552,0.0,0.1750408411026001,0.4920880198478699,0.40739110112190247,0.2861347496509552,0.17080506682395935,0.23658603429794312,0.625,0.0,0.0001173340278910473
110,under_eye,0.3,34,0.037044912576675415,0.037044912576675415,0.41729679703712463,-0.2833074927330017,0.0,0.1863631010055542,0.50420081615448,0.41729679703712463,0.2833074927330017,0.16748574376106262,0.2498110681772232,0.5625,0.0,0.0001509935682406649
120,under_eye,0.3,34,-0.07505512237548828,-0.07505512237548828,0.3649102449417114,-0.2887878715991974,0.0,0.13761037588119507,0.506160318851471,0.3649102449417114,0.2887878715991974,0.18040716648101807,0.18450307846069336,0.71875,0.09375,0.0002121124416589737
130,under_eye,0.3,34,-0.044066861271858215,-0.044066861271858215,0.38274073600769043,-0.2883695960044861,0.0,0.14993159472942352,0.5099563598632812,0.38274073600769043,0.2883695960044861,0.19077801704406738,0.19196273386478424,0.75,0.09375,0.00019117801275569946
140,under_eye,0.3,34,-0.12136003375053406,-0.12136003375053406,0.3463357985019684,-0.2937321066856384,0.0,0.11976838111877441,0.5219147205352783,0.3463357985019684,0.2937321066856384,0.19111062586307526,0.15522515773773193,0.6875,0.15625,0.00015976034046616405
150,under_eye,0.3,34,-0.07374855875968933,-0.07374855875968933,0.36804723739624023,-0.2917436957359314,0.0,0.14169159531593323,0.5216414332389832,0.36804723739624023,0.2917436957359314,0.18707822263240814,0.1809689998626709,0.71875,0.09375,0.0002670676039997488
160,under_eye,0.3,34,-0.06272304058074951,-0.06272304058074951,0.37782737612724304,-0.29313045740127563,0.0,0.14571049809455872,0.5272409915924072,0.37782737612724304,0.29313045740127563,0.1929784119129181,0.18484897911548615,0.71875,0.0625,0.00022735990933142602
170,under_eye,0.3,34,-0.08487366139888763,-0.08487366139888763,0.3688308000564575,-0.29474830627441406,0.0,0.13579215109348297,0.5294044017791748,0.3688308000564575,0.29474830627441406,0.18977858126163483,0.1790522336959839,0.78125,0.09375,0.00022425637871492654
